time,concentration
8141.870935467735,0.010726834365850268
8147.27363681841,0.010699944363126417
8152.676338169085,0.010673113908416288
8158.07903951976,0.010646342912529888
8163.481740870436,0.010619631286153657
8168.884442221111,0.010592978939850822
8174.287143571786,0.010566385784065215
8179.689844922462,0.01053985172912162
8185.0925462731375,0.010513376685229522
8190.495247623812,0.01048696056248347
8195.897948974487,0.010460603270866774
8201.300650325164,0.010434304720251848
8206.703351675838,0.010408064820403878
8212.106053026513,0.010381883480981157
8217.50875437719,0.01035576061153869
8222.911455727864,0.01032969612152854
8228.31415707854,0.010303689920303402
8233.716858429216,0.010277741917116879
8239.11955977989,0.010251852021127118
8244.522261130565,0.010226020141396952
8249.924962481242,0.010200246186897608
8255.327663831917,0.010174530066508763
8260.730365182591,0.010148871689022253
8266.133066533268,0.01012327096314211
8271.535767883943,0.01009772779748821
8276.938469234618,0.010072242100596323
8282.341170585294,0.01004681378092173
8287.743871935969,0.010021442746839231
8293.146573286644,0.009996128906646747
8298.54927463732,0.009970872168565324
8303.951975987995,0.009945672440742667
8309.35467733867,0.009920529631253177
8314.757378689344,0.009895443648101394
8320.160080040021,0.009870414399222073
8325.562781390696,0.009845441792483577
8330.96548274137,0.009820525735687901
8336.368184092047,0.009795666136574111
8341.770885442722,0.00977086290281828
8347.173586793397,0.009746115942036926
8352.576288144073,0.009721425161786949
8357.978989494748,0.00969679046956899
8363.381690845423,0.009672211772827411
8368.7843921961,0.009647688978953593
8374.187093546774,0.009623221995285886
8379.589794897449,0.00959881072911292
8384.992496248125,0.009574455087673503
8390.3951975988,0.009550154978159914
8395.797898949475,0.009525910307717787
8401.200600300152,0.009501720983449391
8406.603301650826,0.00947758691241347
8412.006003001501,0.00945350800162851
8417.408704352176,0.00942948415807257
8422.811405702852,0.009405515288686491
8428.214107053527,0.009381601300373773
8433.616808404202,0.009357742100003697
8439.019509754879,0.009333937594411203
8444.422211105553,0.009310187690399993
8449.824912456228,0.009286492294742403
8455.227613806905,0.009262851314182466
8460.63031515758,0.009239264655435753
8466.033016508254,0.009215732225192447
8471.43571785893,0.00919225393011715
8476.838419209605,0.009168829676851904
8482.24112056028,0.009145459372016055
8487.643821910957,0.009122142922209175
8493.046523261632,0.009098880234010934
8498.449224612306,0.009075671213984022
8503.851925962983,0.009052515768673977
8509.254627313658,0.009029413804612104
8514.657328664332,0.009006365228315258
8520.060030015009,0.008983369946288773
8525.462731365684,0.008960427865026198
8530.865432716359,0.008937538891012252
8536.268134067033,0.008914702930722473
8541.67083541771,0.008891919890626222
8547.073536768385,0.008869189677186256
8552.47623811906,0.008846512196861753
8557.878939469736,0.008823887356107856
8563.28164082041,0.008801315061378674
8568.684342171086,0.008778795219126794
8574.087043521762,0.008756327735806299
8579.489744872437,0.008733912517872231
8584.892446223112,0.008711549471783604
8590.295147573788,0.008689238504002843
8595.697848924463,0.00866697952099878
8601.100550275138,0.008644772429246087
8606.503251625814,0.00862261713522823
8611.905952976489,0.008600513545436908
8617.308654327164,0.008578461566374969
8622.71135567784,0.008556461104555862
8628.114057028515,0.008534512066506492
8633.51675837919,0.008512614358766697
8638.919459729865,0.008490767887892044
8644.322161080541,0.008468972560453331
8649.724862431216,0.008447228283039336
8655.12756378189,0.008425534962256329
8660.530265132567,0.008403892504730752
8665.932966483242,0.008382300817108777
8671.335667833917,0.00836075980605895
8676.738369184593,0.008339269378271695
8682.141070535268,0.008317829440461983
8687.543771885943,0.008296439899368815
8692.94647323662,0.008275100661757847
8698.349174587294,0.008253811634420898
8703.751875937969,0.008232572724178518
8709.154577288646,0.008211383837879506
8714.55727863932,0.008190244882403466
8719.959979989995,0.008169155764660284
8725.362681340672,0.008148116391592675
8730.765382691347,0.008127126670175669
8736.168084042021,0.008106186507419108
8741.570785392698,0.008085295810367139
8746.973486743373,0.0080644544861007
8752.376188094047,0.008043662441736968
8757.778889444722,0.008022919584431855
8763.181590795399,0.008002225821379438
8768.584292146073,0.007981581059814434
8773.986993496748,0.007960985207011611
8779.389694847425,0.007940438170288262
8784.7923961981,0.007919939857003585
8790.195097548774,0.007899490174561156
8795.597798899451,0.007879089030408284
8801.000500250126,0.007858736332038473
8806.4032016008,0.00783843198699077
8811.805902951477,0.007818175902852192
8817.208604302152,0.007797967987257085
8822.611305652827,0.007777808147889521
8828.014007003503,0.007757696292482636
8833.416708354178,0.00773763232882104
8838.819409704853,0.0077176161647401105
8844.22211105553,0.007697647708128401
8849.624812406204,0.007677726866926938
8855.027513756879,0.0076578535491315805
8860.430215107555,0.007638027662792328
8865.83291645823,0.0076182491160156655
8871.235617808905,0.0075985178169638385
8876.63831915958,0.007578833673857211
8882.041020510256,0.0075591965949735
8887.443721860931,0.00753960648865016
8892.846423211606,0.007520063263283545
8898.249124562282,0.007500566827331341
8903.651825912957,0.007481117089311667
8909.054527263632,0.007461713957805527
8914.457228614308,0.007442357341455879
8919.859929964983,0.007423047148970082
8925.262631315658,0.007403783289118949
8930.665332666335,0.007384565670739182
8936.06803401701,0.007365394202732414
8941.470735367684,0.0073462687940676315
8946.87343671836,0.007327189353780202
8952.276138069035,0.007308155790974276
8957.67883941971,0.007289168014821824
8963.081540770387,0.007270225934565003
8968.484242121061,0.0072513294595151915
8973.886943471736,0.00723247849905535
8979.289644822411,0.007213672962639024
8984.692346173088,0.007194912759792723
8990.095047523762,0.007176197800114873
8995.497748874437,0.007157527993278218
9000.900450225114,0.007138903249028743
9006.303151575788,0.007120323477188064
9011.705852926463,0.007101788587652355
9017.10855427714,0.0070832984903946945
9022.511255627815,0.007064853095464013
9027.91395697849,0.007046452312987418
9033.316658329166,0.007028096053169115
9038.71935967984,0.007009784226292743
9044.122061030515,0.006991516742720277
9049.524762381192,0.0069732935128943305
9054.927463731867,0.006955114447337096
9060.330165082541,0.006936979456652582
9065.732866433218,0.006918888451525573
9071.135567783893,0.006900841342723854
9076.538269134568,0.00688283804109715
9081.940970485244,0.006864878457579347
9087.343671835919,0.006846962503187414
9092.746373186594,0.006829090089023626
9098.149074537268,0.006811261126274458
9103.551775887945,0.0067934755262128
9108.95447723862,0.006775733200196866
9114.357178589295,0.0067580340596723595
9119.759879939971,0.006740378016171408
9125.162581290646,0.006722764981314685
9130.56528264132,0.006705194866810353
9135.967983991997,0.0066876675844561905
9141.370685342672,0.0066701830461384825
9146.773386693347,0.006652741163834183
9152.176088044023,0.006635341849609758
9157.578789394698,0.006617985015623365
9162.981490745373,0.0066006705741236665
9168.38419209605,0.006583398437452024
9173.786893446724,0.006566168518041265
9179.189594797399,0.006548980728417902
9184.592296148076,0.006531834981200876
9189.99499749875,0.00651473118910376
9195.397698849425,0.006497669264933496
9200.800400200102,0.006480649121592605
9206.203101550776,0.006463670672077897
9211.605802901451,0.0064467338294826575
9217.008504252126,0.006429838506995396
9222.411205602803,0.006412984617901969
9227.813906953477,0.006396172075584356
9233.216608304152,0.006379400793522755
9238.619309654829,0.006362670685294369
9244.022011005503,0.006345981664575458
9249.424712356178,0.00632933364514015
9254.827413706855,0.00631272654086247
9260.23011505753,0.006296160265715149
9265.632816408204,0.006279634733771618
9271.03551775888,0.006263149859204856
9276.438219109556,0.006246705556289324
9281.84092046023,0.006230301739399841
9287.243621810907,0.0062139383230134975
9292.646323161582,0.006197615221708511
9298.049024512256,0.006181332350166153
9303.451725862933,0.006165089623169586
9308.854427213608,0.006148886955605765
9314.257128564283,0.006132724262464298
9319.659829914957,0.006116601458839314
9325.062531265634,0.0061005184599283325
9330.465232616309,0.006084475181034105
9335.867933966983,0.006068471537563493
9341.27063531766,0.006052507445029288
9346.673336668335,0.0060365828190491015
9352.07603801901,0.006020697575347155
9357.478739369686,0.00600485162975316
9362.88144072036,0.005989044898204126
9368.284142071036,0.0059732772967432185
9373.686843421712,0.005957548741521543
9379.089544772387,0.005941859148797019
9384.492246123062,0.005926208434936149
9389.894947473738,0.005910596516412881
9395.297648824413,0.005895023309810375
9400.700350175088,0.005879488731819844
9406.103051525764,0.005863992699242334
