0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.811803094544338,0.42706693376740157,0.010848697483060396,0.00027558733250713857,7.000690908469801e-06,1.778371768762711e-07,4.5175628938365606e-09,1.1475876337132776e-10,2.915194338187084e-12,7.405410950534282e-14,1.8811820065621185e-15,4.778729722700614e-17,1.2139313305657122e-18,3.083725928940474e-20,7.833528442163419e-22,1.98993585254404e-23,5.0549949827546265e-25,1.2841104522543358e-26,3.2620005741138757e-28,8.286396023674547e-30,2.104976915272986e-31,5.3472315360898125e-33,1.3583467302227073e-34,3.450581533740658e-36,8.765444533473352e-38,2.2266686678203595e-39,5.656362706560634e-41,1.4368754686021666e-42,3.6664807065545934e-44,3.6664807065545934e-44
15.138993613117995,1.2132822554572453,0.051872312473213715,0.0018524703474433054,6.064255159623302e-05,1.8855780405020466e-06,5.666515138482921e-08,1.6621393319630805e-09,4.7879838126745794e-11,1.359981698595658e-12,3.819772007866829e-14,1.063058867079018e-15,2.936026963338949e-17,8.056718557810077e-19,2.1986394486644764e-20,5.971301154066864e-22,1.614968429252467e-23,4.351650018160269e-25,1.1687391624527338e-26,3.129719947434649e-28,8.35883000826781e-30,2.2271384516756484e-31,5.921138815074423e-33,1.5710926721923302e-34,4.161106448973034e-36,1.1002454776780401e-37,2.9046918511888326e-39,7.657556966825447e-41,2.025440240945008e-42,2.025440240945008e-42
15.478386257212481,1.9190071087255667,0.1283579069784695,0.006320661566497559,0.000264655871936297,1.003689442187526e-05,3.5615792831700254e-07,1.2050101588322188e-08,3.9336006211872443e-10,1.2487781275258705e-11,3.8769653352038987e-13,1.1818701102757226e-14,3.548457234512331e-16,1.0517630917134239e-17,3.0832146436945563e-19,8.952335722973725e-21,2.577716764074526e-22,7.367634602542967e-24,2.0920473831189304e-25,5.905622947993478e-27,1.6583104444990382e-28,4.634368600183562e-30,1.2895220835700236e-31,3.573918789106174e-33,9.869199589879928e-35,2.7162326239932392e-36,7.452664836816796e-38,2.038991850302322e-39,5.590508968013871e-41,5.590508968013871e-41
15.590134691992303,2.5947004906322433,0.23540450787336945,0.015185888009672818,0.0007952563636981286,3.636501444905573e-05,1.5137201960658198e-06,5.883364993913821e-08,2.1706105023143624e-09,7.687701771776824e-11,2.634749878198186e-12,8.789420037893301e-14,2.8667214260018114e-15,9.172869145906063e-17,2.887319462165949e-18,8.959788777439377e-20,2.7458850912061784e-21,8.323051837375226e-23,2.4982025580363013e-24,7.432992164074827e-26,2.1941702049423464e-27,6.430922014695336e-29,1.872638429982167e-30,5.420723788633045e-32,1.5606218290217014e-33,4.4705800292383137e-35,1.2747437604158172e-36,3.619291512970824e-38,1.0286170783366553e-39,1.0286170783366555e-39
15.719504339720165,3.2370944412905502,0.36961623212856165,0.029654703190387603,0.0018871333490777056,0.00010234558158268161,4.947423913261539e-06,2.1946831991910154e-07,9.111232051567602e-09,3.5889682310982364e-10,1.3547960037058985e-11,4.9375346643015e-13,1.7471707482893386e-14,6.029259085374737e-16,2.0361748539406465e-17,6.748595727639649e-19,2.200189778327648e-20,7.06942064393448e-22,2.2422173432920897e-23,7.029549995121544e-25,2.1808837761346585e-26,6.702265416086156e-28,2.0420481929811417e-29,6.172895256822138e-31,1.852565921436305e-32,5.522934325972301e-34,1.6364342974461103e-35,4.821217924775009e-37,1.4201979052860628e-38,1.4201979052860628e-38
15.840105607564952,3.84864613496027,0.5277902988999029,0.050696025887242605,0.0038164058501874575,0.00024115947699536856,1.337971757774951e-05,6.719950561283074e-07,3.121562011736038e-08,1.3619852975319841e-09,5.6457976231963544e-11,2.2427499324860373e-12,8.59478445916881e-14,3.1942235959359746e-15,1.156092049770401e-16,4.0887700390416755e-18,1.4170293054300144e-19,4.823457228397119e-21,1.6157615496469668e-22,5.335214758379448e-24,1.7389797346426054e-25,5.6018580431902844e-27,1.7853420527210761e-28,5.6345727686690466e-30,1.7623833348078603e-31,5.466986137184563e-33,1.682972970838681e-34,5.1443640498686994e-36,1.570484516302515e-37,1.5704845163025153e-37
15.955213805660783,4.431050234371866,0.7070294381946437,0.07906837690602976,0.00688686987115892,0.000498760456319486,3.138218707904926e-05,1.769193284525438e-06,9.137536759968334e-08,4.395252161014996e-09,1.993540555118431e-10,8.607833867890593e-12,3.564753902548389e-13,1.424316034180735e-14,5.516953748755927e-16,2.0797098621833697e-17,7.654487031998563e-19,2.7580846231160195e-20,9.751282036664793e-22,3.389341415731299e-23,1.1600730562205653e-24,3.915529088420996e-26,1.3048724303966051e-27,4.2982113497566313e-29,1.4007553335879987e-30,4.520184391509618e-32,1.445416177559727e-33,4.5831220119235634e-35,1.449779587239936e-36,1.4497795872399362e-36
16.064836478069843,4.98595773338068,0.9047012804953778,0.11534718954407815,0.011418462722328415,0.0009342414473535272,6.592484917259108e-05,4.136153742083452e-06,2.3596639722623998e-07,1.2449770922347244e-08,6.154283552721279e-10,2.8794371566186225e-11,1.2854205391295835e-12,5.510567772752009e-14,2.2805667841707195e-15,9.150850265037223e-17,3.572829067858369e-18,1.3614574664064472e-19,5.07627190453108e-21,1.856008392790556e-22,6.666866429557921e-24,2.356532391956178e-25,8.208184524802048e-27,2.8208433952848765e-28,9.575049474486598e-30,3.213297151710824e-31,1.0670376980516177e-32,3.5088068388970307e-34,1.1498704465491497e-35,1.1498704465491497e-35
16.169314781822887,5.514906384304443,1.1184169094397605,0.1599488087658781,0.0177377234034879,0.0016196484861530059,0.00012689806808933502,8.789326615014186e-06,5.503196487120102e-07,3.168513833582709e-08,1.700057943160469e-09,8.590494427967862e-11,4.122780212187003e-12,1.8921639565251106e-13,8.351563231379647e-15,3.561577841664109e-16,1.4732511930944134e-17,5.930620141703493e-19,2.329849379626387e-20,8.953675053219781e-22,3.3730186814550083e-23,1.2478423611992818e-24,4.540513164620285e-26,1.6272410907802632e-27,5.750793518169515e-29,2.0063183002927293e-30,6.916463667605423e-32,2.358049865437702e-33,8.003576459039858e-35,8.00357645903986e-35
16.268931515964766,6.0193366206651975,1.3460095468195448,0.21315188489397116,0.02616997453655222,0.0026393694947782907,0.00022758409115234684,1.7273829866074136e-05,1.1797926761421595e-06,7.375651760452003e-08,4.27774325692145e-09,2.3266099256852646e-10,1.197056069224943e-11,5.867993954013483e-13,2.7568631826558466e-14,1.2474790573226989e-15,5.459426672110298e-17,2.3189233125149513e-18,9.588676648180119e-20,3.869801465530369e-21,1.5277427169020977e-22,5.91141313794109e-24,2.2457142268867666e-25,8.388672434032254e-27,3.085214739391643e-28,1.1185211996932296e-29,4.001542846012505e-31,1.4139876209460953e-32,4.9692943274275835e-34,4.969294327427583e-34
16.36395550304603,6.500597509557715,1.5855152573881752,0.27511638751287576,0.037032992537995496,0.004089204397211166,0.0003850624819857662,3.181501748353276e-05,2.356941045929328e-06,1.5922997157461763e-07,9.942692702121414e-09,5.801030033383733e-10,3.1906924304182595e-11,1.666589604217302e-12,8.31746701488151e-14,3.986607684342607e-15,1.843129042033807e-16,8.250112932097465e-18,3.5867429505063264e-19,1.5187032328499248e-20,6.277942999542326e-22,2.5388783615618808e-23,1.0063387356346358e-24,3.915869102105435e-26,1.4980205098783354e-27,5.641159056787373e-29,2.093515717055417e-30,7.664559392865147e-32,2.7881454604045733e-33,2.7881454604045736e-33
