0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.873792031576265,1.0102512888613504,0.04665892704715784,0.0021549643115484135,9.952803199597369e-05,4.596748586464477e-06,2.123029777984353e-07,9.805312066620947e-09,4.5286291186694293e-10,2.0915684840133977e-11,9.660006612781388e-13,4.461519116979695e-14,2.0605734166722298e-15,9.516854448380458e-17,4.39540362206205e-18,2.0300376669230154e-19,9.375823663704628e-21,4.330267896266445e-22,1.9999544281133303e-23,9.23688282191215e-25,4.266097420340869e-26,1.9703169944589024e-27,9.100000952025546e-29,4.2028778901948975e-30,1.9411187595488429e-31,8.965147542032077e-33,4.1405952186598115e-34,1.9123591402396824e-35,8.903241721653735e-37,8.903241721653737e-37
19.831264335711374,2.8277433439547037,0.2188992741996361,0.014188078452072587,0.00084363258977452,4.766257735973178e-05,2.603086326922912e-06,1.38780596857328e-07,7.266656756785563e-09,3.751953457515255e-10,1.9156658120550257e-11,9.69190198785254e-13,4.8661986897311634e-14,2.4275761197021113e-15,1.2043671746818437e-16,5.946595854918641e-18,2.9238936852643106e-19,1.432361111326744e-20,6.993903452648244e-22,3.4049682303872167e-23,1.6533332545270927e-24,8.008864935181239e-26,3.871142535862578e-27,1.8674416484960754e-28,8.992208986873562e-30,4.3227525705442016e-31,2.0748411982760625e-32,9.944683930934256e-34,4.799654346388858e-35,4.7996543463888586e-35
20.41207223419558,4.383608790088595,0.5284758355519581,0.04718267502382989,0.0035874551965105,0.0002471935954161987,1.5941428651330097e-05,9.803522226758138e-07,5.8173260237991374e-08,3.3572365777157353e-09,1.8948136971223354e-10,1.0501038118568333e-11,5.731879801501608e-13,3.0886997604090294e-14,1.6461362206019e-15,8.689718042745075e-17,4.548982338295976e-18,2.363843911558098e-19,1.2203248733530496e-20,6.263025483223398e-22,3.197421455453438e-23,1.6245800047695543e-24,8.218575615198478e-26,4.141239414975167e-27,2.0791510189553485e-28,1.0403751980611883e-29,5.189839958133406e-31,2.581540530129755e-32,1.291696700861278e-33,1.2916967008612783e-33
20.670101399725663,5.814607257964026,0.9429957796354624,0.11008998026372575,0.010466542780704455,0.0008697643165652021,6.581764830355176e-05,4.6511781199521315e-06,3.1202086451053023e-07,2.009422234127134e-08,1.2522425889496396e-09,7.595950143641826e-11,4.5048187628889484e-12,2.6209798332072495e-13,1.5000876832954588e-14,8.464079506811888e-16,4.7165184657557843e-17,2.5994191467402954e-18,1.4186441315535762e-19,7.674664540913747e-21,4.119210377125208e-22,2.1951442003775778e-23,1.1622198513452137e-24,6.116947197405937e-26,3.2019674577353112e-27,1.6677221773380686e-28,8.646139514148775e-30,4.4633706733465815e-31,2.3153108239453206e-32,2.315310823945321e-32
20.9360329156569,7.121381368769629,1.4400621897303745,0.2083950630093787,0.02405611886040783,0.002371052238826347,0.00020844157251132258,1.6819165558477222e-05,1.2701636528778584e-06,9.10116892007401e-08,6.249300442787975e-09,4.1426635741678135e-10,2.6662387841209728e-11,1.6734211666742737e-12,1.0278247574787852e-13,6.195364325477109e-15,3.673256951372878e-16,2.146359216225452e-17,1.237982831760443e-18,7.057887765210878e-20,3.981832217513885e-21,2.2251995664492394e-22,1.2328340804707125e-23,6.776631038090933e-25,3.69811490819549e-26,2.0047229883348873e-27,1.080083137921317e-28,5.7861259664345256e-30,3.1115784706423547e-31,3.111578470642355e-31
21.175966486171824,8.317857991193327,2.0004636893914878,0.34510799154317867,0.04705206187793211,0.005401720883713318,0.0005451218444887333,4.9821362694994585e-05,4.2118641730754425e-06,3.344436824860146e-07,2.522888801453493e-08,1.8236564944727343e-09,1.2716074363870296e-10,8.598202997133911e-12,5.661485448716078e-13,3.642508745999537e-14,2.296328067036763e-15,1.4218068825336273e-16,8.66300905409996e-18,5.202798662244595e-19,3.0843193215559587e-20,1.8070253681792446e-21,1.0473935783389755e-22,6.011681203867447e-24,3.4195816729766156e-25,1.9290802484898165e-26,1.079945964668559e-27,6.00308550863944e-29,3.346381997367334e-30,3.346381997367334e-30
21.396193702777175,9.414877443380131,2.6082613400011976,0.5213320793235592,0.08205855100946244,0.0107883530102777,0.001234617502104798,0.00012669025645880864,1.1913266809374645e-05,1.0433680752473323e-06,8.616024021241853e-08,6.772718670842242e-09,5.10552413849207e-10,3.7129023944539366e-11,2.617342252282342e-12,1.7954746025280127e-13,1.20246699934996e-14,7.883410558124944e-16,5.0709587099575637e-17,3.2065707632158973e-18,1.9965769184019494e-19,1.2258766223813164e-20,7.431259788205644e-22,4.452506149929919e-23,2.6392911498141088e-24,1.5490901808842274e-25,9.009433829872725e-27,5.1956715663731685e-28,3.0018745973391754e-29,3.0018745973391754e-29
21.598250787334955,10.422215874891917,3.2502123882648317,0.7367446297214175,0.13144685900864056,0.01950031508632953,0.0025018045649480318,0.00028572611719532466,2.9687166588416875e-05,2.8530661114133528e-06,2.568945582405227e-07,2.1891432334138192e-08,1.779712369577005e-09,1.3892617496742532e-10,1.0467906914264373e-11,7.646404144636256e-13,5.434258559895806e-14,3.768965879791254e-15,2.5574963857985866e-16,1.7016408987910656e-17,1.1122357644630059e-18,7.153326725782299e-20,4.533321427370344e-21,2.8343978325150254e-22,1.7503106894175917e-23,1.0685604209972084e-24,6.454840789093742e-26,3.861091538277313e-27,2.3117099895921856e-28,2.311709989592186e-28
21.783950412328995,11.34853606561592,3.9153551320808306,0.9899775919464703,0.1972686999989205,0.03260982415781009,0.0046421016713600665,0.0005851952659593454,6.674098752941287e-05,7.001712334483115e-06,6.845658342427074e-07,6.303045566112117e-08,5.511318097578342e-09,4.607852293169385e-10,3.704424359827731e-11,2.8770577268111097e-12,2.1671024702081596e-13,1.5883521264762503e-14,1.1359795523119121e-15,7.946873049270011e-17,5.4491196212413e-18,3.6689694409173213e-19,2.429593495205998e-20,1.5845118331774908e-21,1.0189658168433918e-22,6.468383131341491e-24,4.05715931628377e-25,2.5166074525201247e-26,1.5610442850006617e-27,1.561044285000662e-27
21.954853708820643,12.201545056265944,4.594649756752364,1.2789198553792998,0.2812098740035032,0.051250267099538976,0.008021721437930831,0.001107757005050462,0.0001378132620702111,1.5701665521159515e-05,1.6599881816846616e-06,1.6457554532937694e-07,1.5433801915089603e-08,1.3788267491105801e-09,1.180410745877726e-10,9.731578430011731e-12,7.758267903973835e-13,6.002203781674331e-14,4.519939864196234e-15,3.321694726438636e-16,2.3876467811865722e-17,1.6819610317253445e-18,1.1631712953326404e-19,7.908795710907975e-21,5.294159976894799e-22,3.493171935890306e-23,2.2742566817046234e-24,1.4624169937629458e-25,9.395807658017868e-27,9.39580765801787e-27
22.112356073009458,12.988108650082822,5.280675407804695,1.6009554878032315,0.3845732381819577,0.07657611112689729,0.013074188155308917,0.0019642877808870537,0.000265019830480269,3.2632415601436134e-05,3.715141305322403e-06,3.952484606446891e-07,3.963981278437122e-08,3.774962960282069e-09,3.4344094709693245e-10,3.000365037861362e-11,2.527941658937125e-12,2.0617903368125215e-13,1.6330290184150017e-14,1.2595496877555414e-15,9.483146381058612e-17,6.984220141422804e-18,5.040963180399028e-19,3.5714705578974786e-20,2.487402789467292e-21,1.705176551340975e-22,1.1519035621012393e-23,7.676054431146322e-25,5.1066305343622576e-26,5.106630534362258e-26
