Elapsed Time,Objective Value,D_corr,L_Suc,L_Glu,S_Suc,S_Glu
131.31023144721985,2260.938244751316,80.0,0.0487,38.96,0.1005,39.0
271.14187383651733,2228.399432267965,80.0,0.051135,38.96,0.1005,39.0
474.8472590446472,2229.593423213326,80.0,0.0487,40.908,0.1005,39.0
606.0378873348236,2186.9911279281537,80.0,0.0487,38.96,0.10552500000000001,39.0
739.3043022155762,2185.7009149807086,80.0,0.0487,38.96,0.1005,40.95
867.1230230331421,2429.566460892842,84.0,0.0487,38.96,0.1005,39.0
1002.0944328308105,2022.0459533560384,76.0,0.04967399999999999,39.739200000000004,0.10251000000000005,39.78
1132.5597712993622,1859.0314357952434,72.0,0.050161,40.1288,0.10351500000000008,40.17
1263.791165113449,2006.0121389790702,76.80000000000001,0.05025839999999999,40.20672000000001,0.10371600000000003,40.248000000000005
1393.8710639476776,1961.50361326755,75.52000000000001,0.05088175999999999,37.97820800000001,0.10500240000000002,40.74719999999999
1510.9038722515106,1880.0216979492575,73.72800000000001,0.04834546399999998,39.53349120000002,0.10680336000000004,41.44608000000001
1616.6044607162476,1800.9952851400285,71.2192,0.05063864959999997,39.76288768000001,0.10228970400000006,42.42451200000001
1722.215351819992,1659.1262820704774,66.8288,0.051607974399999965,40.16433152000002,0.10067205600000012,44.13676800000002
1826.9131712913513,1625.8820841376387,65.95072000000002,0.05180183935999997,40.24462028800003,0.10738352640000012,41.74921920000001
1934.4480991363525,1428.737194559202,58.92608000000001,0.05335275903999996,40.88693043200004,0.11082528960000021,42.14882880000002
2041.3830156326294,1539.3481379882924,62.00115199999999,0.051481182975999955,39.269984460800025,0.10701124224000019,43.211550720000005
2145.0940544605255,1418.2123539604813,57.87361279999999,0.051097592166399954,42.01520704512002,0.10652837913600022,43.698091008000034
2246.455801963806,1178.3767794960515,49.050419199999965,0.05120550824959992,44.03370656768003,0.1072913687040003,45.173536512000055
2347.059121131897,1202.297681693747,49.79458047999998,0.054777905866239957,42.26000999219203,0.10492262261760035,44.49019361280004
2447.8279678821564,969.0708134772575,42.64041267199998,0.05480913221273591,42.517185189068854,0.10877403166464039,47.49435105792004
2548.1646320819855,501.62788169062327,27.96061900799998,0.05713319831910388,43.71137778360328,0.11140354749696058,51.15652658688006
2648.386934518814,652.5321293877769,32.26434027519997,0.05557224738037751,43.900472174510156,0.11590957226342455,46.33548649267206
2748.608108997345,417.6913697970033,25.19726358527997,0.05733546456612854,46.64701431919419,0.1131297180327942,48.51027808174089
2848.233439207077,149.78640860305094,6.795319377919952,0.060262605361192836,50.33552924839127,0.1161889559291912,51.15964176261133
2947.2730252742767,138.22337573805083,7.42003133644792,0.058227827030605694,48.809507874550675,0.1114611372044706,53.17732518678541
3046.831113100052,257.38271266142493,1.0,0.060665361025908554,52.770796595826,0.11177906100670576,58.69157338017811
3145.947997570038,257.9186886783031,1.0,0.05818264867011198,50.05622746730213,0.11997921002161857,54.310813003579526
3244.7013907432556,259.365722226183,1.0,0.06454590245495685,50.691539251662974,0.12268560046226593,57.28238070101129
3344.34082531929,258.4535065455548,1.0,0.06376862535401098,53.54120047569397,0.11677780818237823,60.49918840367498
3443.256807565689,259.16747634127194,1.0,0.06486184522924746,57.66222394343713,0.12343353722300926,59.41521303618495
3542.5341942310333,160.59678929888506,5.886140285747149,0.05757551820311074,53.4703363520871,0.11245065896200127,54.1424918561232
3641.7774176597595,129.2046525192728,7.840596400046008,0.05434504461836544,44.822896623772934,0.1073095708968547,49.90057104892482
