zone,object,component,index,concentration
4,1,0,23,1.8171368486884942e-07
4,1,0,24,2.330417824789976e-07
4,1,0,25,2.978781120871539e-07
4,1,0,26,3.7952101917100165e-07
4,1,0,27,4.820103870182107e-07
4,1,0,28,6.102792603448141e-07
4,1,0,29,7.703331086359812e-07
4,1,0,30,9.694610666606393e-07
4,1,0,31,1.2164840344407555e-06
4,1,0,32,1.522045107701306e-06
4,1,0,33,1.8989484417384022e-06
4,1,0,34,2.3625533250426973e-06
4,1,0,35,2.931230951185588e-06
4,1,0,36,3.626892124518434e-06
4,1,0,37,4.475594911969236e-06
4,1,0,38,5.508242053068812e-06
4,1,0,39,6.761378755246772e-06
4,1,0,40,8.278102321814519e-06
4,1,0,41,1.0109095874724337e-05
4,1,0,42,1.2313799230430363e-05
4,1,0,43,1.4961730750715079e-05
4,1,0,44,1.81339747054672e-05
4,1,0,45,2.192484933411978e-05
4,1,0,46,2.6443771358666804e-05
4,1,0,47,3.181733316489518e-05
4,1,0,48,3.819160921021732e-05
4,1,0,49,4.573470841653861e-05
4,1,0,50,5.4639589345486424e-05
4,1,0,51,6.512715481232372e-05
4,1,0,52,7.744964225633095e-05
4,1,0,53,9.189432563356643e-05
4,1,0,54,0.00010878754381913672
4,1,0,55,0.00012849906948955104
4,1,0,56,0.00015144683119408818
4,1,0,57,0.0001781019998134452
4,1,0,58,0.00020899444884483624
4,1,0,59,0.0002447185959496021
4,1,0,60,0.0002859396309613189
4,1,0,61,0.00033340013309173015
4,1,0,62,0.00038792707740437305
4,1,0,63,0.0004504392277678212
4,1,0,64,0.0005219549104667951
4,1,0,65,0.0006036001594481431
4,1,0,66,0.0006966172208022926
4,1,0,67,0.000802373400494909
4,1,0,68,0.0009223702354840225
4,1,0,69,0.001058252964017871
4,1,0,70,0.001211820265804305
4,1,0,71,0.0013850342363404579
4,1,0,72,0.0015800305510864244
4,1,0,73,0.001799128762846202
4,1,0,74,0.0020448426571728255
4,1,0,75,0.0023198905617190864
4,1,0,76,0.002627205459450819
4,1,0,77,0.002969944681489647
4,1,0,78,0.003351498835068071
4,1,0,79,0.003775499426397048
4,1,0,80,0.004245824319619758
4,1,0,81,0.004766599654313426
4,1,0,82,0.005342196000200441
4,1,0,83,0.005977215156510528
4,1,0,84,0.00667646177773558
4,1,0,85,0.007444890399292643
4,1,0,86,0.008287512594398952
4,1,0,87,0.00920923954614458
4,1,0,88,0.010214620061280658
4,1,0,89,0.011307409443368539
4,1,0,90,0.01248986500340859
4,1,0,91,0.013761600220945126
4,1,0,92,0.015117727134328546
4,1,0,93,0.01654585221370793
4,1,0,94,0.018021227733519173
4,1,0,95,0.019498939584756698
4,1,0,96,0.0209013399023469
4,1,0,97,0.022097860244633553
4,1,0,98,0.022872632995077954
4,1,0,99,0.022872632995244037
4,1,1,0,0.5347460789877294
4,1,1,1,0.11149945848255825
4,1,1,2,0.0199306950372936
4,1,1,3,0.003172256248925082
4,1,1,4,0.0004689129411552105
4,1,1,5,7.009493748411997e-05
4,1,1,6,1.2616141762248829e-05
4,1,1,7,3.1813756595621335e-06
4,1,1,8,1.0218264333988079e-06
4,1,1,9,3.477574151462915e-07
4,1,1,10,1.1416547284878957e-07
4,1,1,11,3.50952943186438e-08
4,1,1,12,1.0034054573265997e-08
4,1,1,13,2.6689006681258156e-09
4,1,1,14,6.620241175921912e-10
4,1,1,15,1.5361828528364136e-10
4,1,1,16,3.345335726293038e-11
4,1,1,17,6.858556409883934e-12
4,1,1,18,1.3277661262796323e-12
4,1,1,19,2.4340105185613185e-13
4,1,1,20,4.2360820362463353e-14
4,1,1,21,7.016028429705981e-15
4,1,1,22,1.1083251545912552e-15
4,1,1,23,1.6733296377389086e-16
4,1,1,24,2.4191120476408012e-17
4,1,1,25,3.3546764387855033e-18
4,1,1,26,4.469609554520346e-19
4,1,1,27,5.730155947758252e-20
4,1,1,28,7.078637104488584e-21
4,1,1,29,8.437104350056403e-22
4,1,1,30,9.716935689139463e-23
4,1,1,31,1.0860468662000279e-23
4,1,1,32,1.2320383499677427e-24
4,1,1,33,2.2085816932634723e-25
4,1,1,34,1.6072944187540078e-25
4,1,1,35,2.231238738929664e-25
4,1,1,36,3.313743540448105e-25
4,1,1,37,4.936038011200153e-25
4,1,1,38,7.34160539594016e-25
4,1,1,39,1.090031318192696e-24
4,1,1,40,1.6155558553245396e-24
4,1,1,41,2.3902689456422454e-24
4,1,1,42,3.530369995189342e-24
4,1,1,43,5.205338232939213e-24
4,1,1,44,7.661949938111045e-24
4,1,1,45,1.125893692498911e-23
4,1,1,46,1.6516919051019573e-23
4,1,1,47,2.419022482294512e-23
4,1,1,48,3.537002743589846e-23
4,1,1,49,5.163221172749182e-23
4,1,1,50,7.52490320976658e-23
4,1,1,51,1.0949159753944974e-22
4,1,1,52,1.5906147249177332e-22
4,1,1,53,2.307055317497328e-22
4,1,1,54,3.340904964144971e-22
4,1,1,55,4.830448718511085e-22
4,1,1,56,6.973198761034818e-22
4,1,1,57,1.0050823419868033e-21
4,1,1,58,1.4464383641301473e-21
4,1,1,59,2.0784061440573937e-21
4,1,1,60,2.9819231857354928e-21
4,1,1,61,4.271704808914015e-21
4,1,1,62,6.110092792424494e-21
4,1,1,63,8.72647907145157e-21
4,1,1,64,1.2444506753232819e-20
4,1,1,65,1.7720103576159033e-20
4,1,1,66,2.519457915493538e-20
4,1,1,67,3.5768636671621366e-20
4,1,1,68,5.070537493126396e-20
4,1,1,69,7.177340875522589e-20
4,1,1,70,1.0144541312667657e-19
4,1,1,71,1.431731015187346e-19
4,1,1,72,2.0176742068602784e-19
4,1,1,73,2.8392330178887486e-19
4,1,1,74,3.9894260231855184e-19
4,1,1,75,5.597281511557026e-19
4,1,1,76,7.841476805567721e-19
4,1,1,77,1.096900933869578e-18
4,1,1,78,1.5320688843805556e-18
4,1,1,79,2.136583727050615e-18
4,1,1,80,2.9749352658646646e-18
4,1,1,81,4.135526306388633e-18
4,1,1,82,5.7392077935088066e-18
4,1,1,83,7.950660433976778e-18
4,1,1,84,1.0993430365325224e-17
4,1,1,85,1.5169538910258783e-17
4,1,1,86,2.0884597784236856e-17
4,1,1,87,2.8679122529314486e-17
4,1,1,88,3.9265956698808825e-17
4,1,1,89,5.3571840095866817e-17
4,1,1,90,7.277712997952833e-17
4,1,1,91,9.833957470110238e-17
4,1,1,92,1.319722797299043e-16
4,1,1,93,1.7551608878902796e-16
4,1,1,94,2.305907098308116e-16
4,1,1,95,2.9780567339225586e-16
4,1,1,96,3.751230946840228e-16
4,1,1,97,4.546199781475061e-16
4,1,1,98,5.162743075634351e-16
4,1,1,99,-3.270479924228479e-14
