zone,object,component,index,concentration
4,0,1,10,2.6884868284796006
4,0,1,11,2.581641017304127
4,0,1,12,2.4448620472554823
4,0,1,13,2.2804924758481877
4,0,1,14,2.092840695052467
4,0,1,15,1.8878607964543868
4,0,1,16,1.6726204345022353
4,0,1,17,1.4546408227211354
4,0,1,18,1.2412121075952385
4,0,1,19,1.0387842047917135
4,1,0,0,0.023665812966861887
4,1,0,1,0.003798264031561021
4,1,0,2,0.0010054847645988554
4,1,0,3,0.000398224428126248
4,1,0,4,0.00015757379767804527
4,1,0,5,5.448916006212806e-05
4,1,0,6,1.6346425423812747e-05
4,1,0,7,4.321778479262457e-06
4,1,0,8,1.0252616601462656e-06
4,1,0,9,2.2360962599172205e-07
4,1,0,10,4.852247191488692e-08
4,1,0,11,1.4795300575295107e-08
4,1,0,12,1.0535445291683024e-08
4,1,0,13,1.2501179880153601e-08
4,1,0,14,1.641770024184573e-08
4,1,0,15,2.176639921776453e-08
4,1,0,16,2.877550162359104e-08
4,1,0,17,3.788389509057983e-08
4,1,0,18,4.9669216371977294e-08
4,1,0,19,6.486114697743705e-08
4,1,0,20,8.437417696060576e-08
4,1,0,21,1.0934999492207557e-07
4,1,0,22,1.4120919119302717e-07
